Equipement,Désignation,Fabricant,Zone de tri,Poste technique,Désignation,Année constr.,Cat. véhicule,Date acquis.,Date mise serv.,Poste respons.,Type de propul.,Type pétrole,Statut util.,Fin de validité,Modex - Catégorie cy,PowerBI - Catégorie
10655,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-03-26,VI.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10656,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-04-04,VE.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10657,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-06-27,VI.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10658,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2002,V.FOURG,2002-07-12,2002-11-20,VI.MECAN,AR,ESSENCE,VEND,2003-03-31,Fourgonette,Fourgonette
10659,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2002,V.FOURG,2002-05-31,2003-03-18,,AR,ESSENCE,VEND,2008-07-23,Fourgonette,Fourgonette
10660,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-08-01,2002-11-07,VI.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10661,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2002,V.FOURG,2002-07-12,2003-02-05,VI.MECAN,AR,ESSENCE,VEND,2003-03-31,Fourgonette,Fourgonette
10662,GMC SAVANA 3500,GMC,,,,2002,V.FOURG,2002-05-31,2003-07-09,VI.MECAN,AR,ESSENCE,VEND,2008-12-03,Fourgonette,Fourgonette
10663,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-10-08,,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10664,GMC SAVANA 3500,GMC,,,,2002,V.FOURG,2002-05-31,2003-11-17,VI.MECAN,AR,ESSENCE,VEND,2008-11-05,Fourgonette,Fourgonette
10665,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-08-13,VI.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10666,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-10-07,,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10667,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-06-12,VE.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10668,GMC SAVANA 3500,GMC,VÉHICULE EN REMISAGE (ENCAN),,,2002,V.FOURG,2002-05-31,2003-06-12,VE.MECAN,AR,ESSENCE,VEND,2009-09-16,Fourgonette,Fourgonette
10669,GMC SAVANA 3500,GMC,,,,2002,V.FOURG,2002-05-31,2003-07-09,VI.MECAN,AR,ESSENCE,VEND,2008-02-28,Fourgonette,Fourgonette
10671,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-05-31,2003-07-17,VE.MECAN,AR,ESSENCE,VEND,2008-12-01,Fourgonette,Fourgonette
10681,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2002,V.FOURG,2002-07-22,2002-07-23,VI.MECAN,AV,ESSENCE,VEND,2010-08-25,Fourgonette,Minifourgonette
10682,CHEVROLET VENTURE,CHEVROLET,VÉHICULE EN REMISAGE (DON),,,2002,V.FOURG,2002-07-25,2002-09-10,VI.MECAN,AV,ESSENCE,VEND,2003-03-31,Fourgonette,Minifourgonette
10683,CHEVROLET VENTURE,CHEVROLET,,,,2002,V.FOURG,2002-08-27,2002-07-26,VE.MECAN,AV,ESSENCE,VEND,2009-02-05,Fourgonette,Minifourgonette
10684,CHEVROLET VENTURE,CHEVROLET,,,,2002,V.FOURG,2002-07-25,2002-07-26,VI.MECAN,AV,ESSENCE,VEND,2003-03-31,Fourgonette,Minifourgonette
10690,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-999,Garage,2003,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10691,INTERNATIONAL 4300,INTERNATIONAL,INTER-FORMATION-ETG,V-01-030,ETG,2003,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10692,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-140-001,STR - Mécanique Tuyauterie,2003,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10693,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-140-001,STR - Mécanique Tuyauterie,2003,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10694,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-140-001,STR - Mécanique Tuyauterie,2003,V.CAMION L,2002-10-18,2003-05-05,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10695,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-140-001,STR - Mécanique Tuyauterie,2002,V.CAMION L,2003-01-24,2003-02-24,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10696,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-999,Garage,2003,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10697,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-140-001,STR - Mécanique Tuyauterie,2002,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10698,INTERNATIONAL 4300,INTERNATIONAL,MÉCANIQUE TUYAUTERIE,V-01-140-001,STR - Mécanique Tuyauterie,2003,V.CAMION L,2002-08-28,2002-10-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10699,INTERNATIONAL 4300,INTERNATIONAL,MULET,V-01-140-001,STR - Mécanique Tuyauterie,2002,V.CAMION L,2002-10-18,2003-03-18,VI.LO.DH,AR,DIESEL,SERV,,Camion Plombier,Camion Plombier
10700,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2002-10-03,2003-02-11,VI.MECAN,AV,ESSENCE,VEND,2010-10-13,Fourgonette,Minifourgonette
10701,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2002-10-03,2002-10-03,VI.MECAN,AV,ESSENCE,VEND,2008-12-01,Fourgonette,Minifourgonette
10702,CHEVROLET VENTURE,CHEVROLET,,,,2003,V.FOURG,2002-10-22,2002-10-03,VI.MECAN,AV,ESSENCE,VEND,2003-03-31,Fourgonette,Minifourgonette
10703,CHEVROLET VENTURE,CHEVROLET,,,,2003,V.FOURG,2002-10-22,2002-10-03,VI.MECAN,AV,ESSENCE,VEND,2003-03-31,Fourgonette,Minifourgonette
10704,CHEVROLET MALIBU,CHEVROLET,,,,2003,V.VOITURE,2002-11-25,2002-12-05,VI.MECAN,AV,ESSENCE,VEND,2004-03-31,Voiture non-amenage,Voiture
10705,CHEVROLET MALIBU,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.VOITURE,2002-11-15,2002-12-05,VI.MECAN,AV,ESSENCE,VEND,2009-08-11,Voiture non-amenage,Voiture
10706,CHEVROLET MALIBU,CHEVROLET,,,,2003,V.VOITURE,2002-11-25,2002-12-05,VI.MECAN,AV,ESSENCE,VEND,2004-03-31,Voiture non-amenage,Voiture
10707,CHEVROLET MALIBU,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.VOITURE,2002-11-25,2002-12-05,VI.MECAN,AV,ESSENCE,VEND,2004-03-31,Voiture non-amenage,Voiture
10708,CHEVROLET MALIBU,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.VOITURE,2002-11-25,2002-12-05,VI.MECAN,AV,ESSENCE,VEND,2004-03-31,Voiture non-amenage,Voiture
10709,CHEVROLET MALIBU,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.VOITURE,2002-11-25,2002-12-05,VI.MECAN,AV,ESSENCE,VEND,2004-03-31,Voiture non-amenage,Voiture
10711,CHEVROLET EXPRESS 2500,CHEVROLET,,,,2003,V.FOURG,2003-04-17,2003-07-16,VI.MECAN,AR,ESSENCE,VEND,2010-01-26,Fourgonette,Fourgonette
10712,CHEVROLET EXPRESS 2500,CHEVROLET,,,,2003,V.FOURG,2003-04-17,2003-07-16,VI.MECAN,AR,ESSENCE,VEND,2009-09-09,Fourgonette,Fourgonette
10713,INTERNATIONAL (CAMION À PLAQUE),INTERNATIONAL,VENDU - ENCANS RITCHIES BROS.,,,2002,V.CAMION L,2003-04-17,2003-05-14,VI.MECAN,AR,DIESEL,VEND,2015-08-14,Camion Palan,Camion Palan
10714,INTERNATIONAL (CAMION À PALAN),INTERNATIONAL,VENDU - ENCANS RITCHIES BROS.,,,2002,V.CAMION L,2003-04-17,2003-12-08,VI.MECAN,AR,DIESEL,VEND,2015-01-21,Camion Palan,Camion Palan
10715,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-12,2004-01-27,VI.LE.DH,AR,ESSENCE,VEND,2017-06-05,Fourgonette,Fourgonette
10716,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-12,2003-10-08,VE.MECAN,AR,ESSENCE,VEND,2009-10-07,Fourgonette,Fourgonette
10717,CHEVROLET EXPRESS 350(véhicule incendié),CHEVROLET,PERTE TOTAL,,,2003,V.FOURG,2003-05-12,2004-01-27,VI.MECAN,AR,ESSENCE,VEND,2016-01-01,Fourgonette,Fourgonette
10718,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-12,2003-12-09,VI.MECAN,AR,ESSENCE,VEND,2009-11-04,Fourgonette,Fourgonette
10719,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-05-12,2003-12-08,VI.MECAN,AR,ESSENCE,VEND,2009-11-12,Fourgonette,Fourgonette
10720,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-05-12,2003-12-23,VI.MECAN,AR,ESSENCE,VEND,2009-11-12,Fourgonette,Fourgonette
10721,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-12,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2009-05-27,Fourgonette,Fourgonette
10722,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-05-12,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2010-10-13,Fourgonette,Fourgonette
10723,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-12,2004-04-26,VI.MECAN,AR,ESSENCE,VEND,2009-09-15,Fourgonette,Fourgonette
10724,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-05-12,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2011-04-21,Fourgonette,Fourgonette
10725,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-05-12,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2010-12-29,Fourgonette,Fourgonette
10726,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-05-12,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2010-12-29,Fourgonette,Fourgonette
10727,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-05-12,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2009-08-05,Fourgonette,Fourgonette
10728,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-12,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2009-07-22,Fourgonette,Fourgonette
10729,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-05-15,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2009-07-20,Fourgonette,Fourgonette
10730,MINI PELLE HITACHI,HITACHI,VENDU - ENCANS RITCHIES BROS.,,,2003,V.MINI PEL,2003-06-09,2003-10-09,VI.MECAN,NA,DIESEL,VEND,2015-12-11,Mini Pelle,Mini Pelle
10731,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-13,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2010-12-29,Fourgonette,Fourgonette
10732,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2009-09-15,Fourgonette,Fourgonette
10733,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-03-09,VI.MECAN,AR,ESSENCE,VEND,2009-07-20,Fourgonette,Fourgonette
10734,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-06-13,2004-02-25,VI.MECAN,AR,ESSENCE,VEND,2009-11-04,Fourgonette,Fourgonette
10735,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-13,2004-03-22,VI.MECAN,AR,ESSENCE,VEND,2011-09-07,Fourgonette,Fourgonette
10736,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-13,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2011-09-07,Fourgonette,Fourgonette
10737,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2009-08-10,Fourgonette,Fourgonette
10738,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-06-13,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2009-11-17,Fourgonette,Fourgonette
10739,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-04-13,VI.MECAN,AR,ESSENCE,VEND,2009-07-07,Fourgonette,Fourgonette
10740,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-13,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2011-09-07,Fourgonette,Fourgonette
10741,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-13,2003-08-03,VI.MECAN,AR,ESSENCE,VEND,2010-10-13,Fourgonette,Fourgonette
10742,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-03-22,VE.MECAN,AR,ESSENCE,VEND,2012-06-05,Fourgonette,Fourgonette
10743,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2009-07-08,Fourgonette,Fourgonette
10744,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-03-09,VI.MECAN,AR,ESSENCE,VEND,2009-11-05,Fourgonette,Fourgonette
10745,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-06-13,2004-07-16,VE.MECAN,AR,ESSENCE,VEND,2007-02-14,Fourgonette,Fourgonette
10746,POLARIS SPORTSMAN 6X6,POLARIS,VENDU,,,2003,V.TOUT-TER,2003-06-18,2003-06-18,VE.MECAN,,,VEND,2011-09-01,Tout-terrain,Tout-terrain
10747,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-12,2003-06-12,VI.MECAN,AV,ESSENCE,VEND,2013-01-16,Fourgonette,Minifourgonette
10748,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-12,2003-06-12,VI.MECAN,AV,ESSENCE,VEND,2011-12-28,Fourgonette,Minifourgonette
10749,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-12,2003-06-12,VI.MECAN,AV,ESSENCE,VEND,2011-09-07,Fourgonette,Minifourgonette
10750,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-12,2003-06-12,VI.MECAN,AV,ESSENCE,VEND,2011-12-28,Fourgonette,Minifourgonette
10751,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-06-12,2003-06-12,VI.MECAN,AV,ESSENCE,VEND,2011-12-28,Fourgonette,Minifourgonette
10752,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-07-16,2004-03-08,VI.MECAN,AR,ESSENCE,VEND,2009-09-15,Fourgonette,Fourgonette
10753,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-07-16,2004-03-18,VI.MECAN,AR,ESSENCE,VEND,2011-04-21,Fourgonette,Fourgonette
10754,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-07-16,2004-03-18,VI.MECAN,AR,ESSENCE,VEND,2015-08-14,Fourgonette,Fourgonette
10755,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-07-16,2004-03-22,VE.MECAN,AR,ESSENCE,VEND,2009-10-27,Fourgonette,Fourgonette
10756,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-07-16,2004-07-13,VI.MECAN,AR,ESSENCE,VEND,2009-07-22,Fourgonette,Fourgonette
10757,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-07-16,2004-04-26,VI.MECAN,AR,ESSENCE,VEND,2009-09-03,Fourgonette,Fourgonette
10758,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-07-16,2004-04-26,VI.MECAN,AR,ESSENCE,VEND,2009-10-22,Fourgonette,Fourgonette
10759,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-07-16,2004-04-26,VI.MECAN,AR,ESSENCE,VEND,2009-07-24,Fourgonette,Fourgonette
10760,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-07-16,2004-03-22,VE.MECAN,AR,ESSENCE,VEND,2009-04-29,Fourgonette,Fourgonette
10761,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-07-16,2004-05-03,VI.MECAN,AR,ESSENCE,VEND,2009-06-08,Fourgonette,Fourgonette
10762,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-07-16,2004-04-02,VI.MECAN,AR,ESSENCE,VEND,2010-08-25,Fourgonette,Fourgonette
10763,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-07-16,2004-04-02,VI.MECAN,AR,ESSENCE,VEND,2010-12-29,Fourgonette,Fourgonette
10764,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-07-16,2004-04-30,VI.MECAN,AR,ESSENCE,VEND,2012-04-20,Fourgonette,Fourgonette
10766,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE,,,2003,V.FOURG,2003-07-16,2004-06-01,VI.MECAN,AR,ESSENCE,VEND,2005-03-31,Fourgonette,Fourgonette
10767,DODGE CARAVAN,DODGE,VENDU - ENCANS RITCHIES BROS.,,,2001,V.FOURG,2003-07-21,2003-10-24,VI.MECAN,AV,ESSENCE,VEND,2011-09-07,Fourgonette,Minifourgonette
10768,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-04-26,VE.MECAN,AR,ESSENCE,VEND,2009-07-07,Fourgonette,Fourgonette
10769,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-04-13,VE.MECAN,AR,ESSENCE,VEND,2009-10-05,Fourgonette,Fourgonette
10770,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-05-20,VE.MECAN,AR,ESSENCE,VEND,2012-06-05,Fourgonette,Fourgonette
10771,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-06,2004-04-13,VI.MECAN,AR,ESSENCE,VEND,2010-05-01,Fourgonette,Fourgonette
10772,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-08-06,2004-04-26,VE.MECAN,AR,ESSENCE,VEND,2008-12-30,Fourgonette,Fourgonette
10773,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-05-26,VE.MECAN,AR,ESSENCE,VEND,2009-07-07,Fourgonette,Fourgonette
10774,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-06,2004-05-20,VI.MECAN,AR,ESSENCE,VEND,2011-12-28,Fourgonette,Fourgonette
10775,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-04-30,VI.MECAN,AR,ESSENCE,VEND,2009-08-13,Fourgonette,Fourgonette
10776,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-04-30,VI.MECAN,AR,ESSENCE,VEND,2009-08-24,Fourgonette,Fourgonette
10777,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-05-20,VE.MECAN,AR,ESSENCE,VEND,2010-01-25,Fourgonette,Fourgonette
10778,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-05-03,VI.MECAN,AR,ESSENCE,VEND,2009-09-10,Fourgonette,Fourgonette
10779,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-06,2004-04-02,VI.MECAN,AR,ESSENCE,VEND,2011-04-21,Fourgonette,Fourgonette
10780,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-08-06,2004-07-19,VI.MECAN,AR,ESSENCE,VEND,2009-08-05,Fourgonette,Fourgonette
10781,CHEVROLET EXPRESS 3500,CHEVROLET,VÉHICULE EN REMISAGE (ENCAN),,,2003,V.FOURG,2003-08-06,2004-04-02,VI.MECAN,AR,ESSENCE,VEND,2009-10-15,Fourgonette,Fourgonette
10782,CHEVROLET EXPRESS 3500,CHEVROLET,,,,2003,V.FOURG,2003-08-06,2004-05-03,VI.MECAN,AR,ESSENCE,VEND,2009-07-14,Fourgonette,Fourgonette
10783,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2004,V.FOURG,2003-08-21,2003-11-12,VI.MECAN,AV,ESSENCE,VEND,2012-04-20,Fourgonette,Minifourgonette
10784,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2004,V.FOURG,2003-08-21,2003-10-22,VE.MECAN,AV,ESSENCE,VEND,2014-05-26,Fourgonette,Minifourgonette
10785,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2004,V.FOURG,2003-08-21,2003-12-23,VI.MECAN,AV,ESSENCE,VEND,2014-05-26,Fourgonette,Minifourgonette
10786,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2004,V.FOURG,2003-08-21,2003-11-12,VI.MECAN,AV,ESSENCE,VEND,2012-04-20,Fourgonette,Minifourgonette
10787,CHEVROLET VENTURE,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2004,V.FOURG,2003-08-21,2003-11-06,VI.MECAN,AV,ESSENCE,VEND,2012-04-20,Fourgonette,Minifourgonette
10788,GMC SAVANA 2500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-21,2004-02-02,VI.MECAN,AR,ESSENCE,VEND,2013-04-17,Fourgonette,Fourgonette
10789,GMC SAVANA 2500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-21,2004-02-05,VI.MECAN,AR,ESSENCE,VEND,2014-05-26,Fourgonette,Fourgonette
10790,GMC SAVANA 2500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-21,2004-01-06,VE.MECAN,AR,ESSENCE,VEND,2012-04-20,Fourgonette,Fourgonette
10791,GMC SAVANA 2500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2003,V.FOURG,2003-08-21,2004-02-05,VE.MECAN,AR,ESSENCE,VEND,2013-04-17,Fourgonette,Fourgonette
10792,INTERNATIONAL (CAMION TIE IN),INTERNATIONAL,VENDU ENCAN RITCHIE,,,2003,V.CAMION L,2003-09-25,2007-11-07,VI.LO.DH,AR,DIESEL,VEND,2018-12-17,Camion Raccordement,Camion Raccordement
10793,REMORQUE HEON TAG-2 ( LOI 430 ),HEON,VENDU - ENCANS RITCHIES BROS.,,,2003,V.CAMION L,2003-09-26,2004-01-20,VI.MECAN,,,VEND,2015-08-14,Remorque Lourde,Remorque Lourde
10794,RETROCHARGEUR CATERPILLAR,CATERPILLAR,VENDU - ENCANS RITCHIES BROS.,,,2003,V.PEPINE,2003-09-29,2004-02-02,VI.MECAN,4R,DIESEL,VEND,2015-07-02,Pepine,Pepine
10795,RETROCHARGEUR CATERPILLAR,CATERPILLAR,VENDU - ENCANS RITCHIES BROS.,,,2003,V.PEPINE,2003-09-29,2004-07-13,VI.MECAN,4R,DIESEL,VEND,2014-06-17,Pepine,Pepine
10796,INTERNATIONAL (CAMION À BENNE),INTERNATIONAL,VENDU - ENCANS RITCHIES BROS.,,,2004,V.CAMION L,2003-09-30,2004-01-20,VI.MECAN,AR,DIESEL,VEND,2015-01-21,Camion Benne,Camion Benne
